"Jahr" "point.66.x" "sat" "sal" "winter"
1985 -46 0 3.21 0
1985 -44 0 3.21 0
1985 -44 0 3.21 0
1985 -47 0 3.21 0
1985 -50 0 3.21 0
1985 -50 0 3.21 0
1985 -51 0 3.21 0
1985 -54 0 3.21 0
1985 -58 0 3.21 0
1985 -65 0 3.21 0
1985 -67 0 3.21 0
1985 -64 0 3.21 0
1985 -63 0 3.21 0
1985 -65 0 3.21 0
1985 -69 0 3.21 0
1985 -75 0 3.21 0
1985 -76 0 3.21 0
1985 -75 0 3.21 0
1985 -75 0 3.21 0
1985 -74 0 3.21 0
1985 -74 0 3.21 0
1985 -73 0 3.21 0
1985 -76 0 3.21 0
1985 -76 0 3.21 0
1985 -73 0 3.21 0
1985 -72 0 3.21 0
1985 -71 0 3.21 0
1985 -71 0 3.21 0
1985 -71 0 3.21 0
1985 -71 0 3.21 0
1986 -44 0 3.21 0
1986 -46 0 3.21 0
1986 -49 0 3.21 0
1986 -51 0 3.21 0
1986 -53 0 3.21 0
1986 -57 0 3.21 0
1986 -57 0 3.21 0
1986 -53 0 3.21 0
1986 -55 0 3.21 0
1986 -58 0 3.21 0
1986 -57 0 3.21 0
1986 -59 0 3.21 0
1986 -66 0 3.21 0
1986 -73 0 3.21 0
1986 -76 0 3.21 0
1986 -77 0 3.21 0
1986 -81 0 3.21 0
1986 -79 0 3.21 0
1986 -76 0 3.21 0
1986 -80 0 3.21 0
1986 -81 0 3.21 0
1986 -82 0 3.21 0
1986 -81 0 3.21 0
1986 -77 0 3.21 0
1986 -73 0 3.21 0
1986 -74 0 3.21 0
1986 -76 0 3.21 0
1986 -77 0 3.21 0
1986 -77 0 3.21 0
1986 -75 0 3.21 0
1987 -50 0 3.21 0
1987 -52 0 3.21 0
1987 -53 0 3.21 0
1987 -53 0 3.21 0
1987 -55 0 3.21 0
1987 -58 0 3.21 0
1987 -59 0 3.21 0
1987 -60 0 3.21 0
1987 -62 0 3.21 0
1987 -66 0 3.21 0
1987 -68 0 3.21 0
1987 -69 0 3.21 0
1987 -68 0 3.21 0
1987 -69 0 3.21 0
1987 -73 0 3.21 0
1987 -74 0 3.21 0
1987 -65 0 3.21 0
1987 -60 0 3.21 0
1987 -62 0 3.21 0
1987 -62 0 3.21 0
1987 -63 0 3.21 0
1987 -64 0 3.21 0
1987 -68 0 3.21 0
1987 -70 0 3.21 0
1987 -70 0 3.21 0
1987 -66 0 3.21 0
1987 -64 0 3.21 0
1987 -66 0 3.21 0
1987 -68 0 3.21 0
1987 -70 0 3.21 0
1988 -36 0 3.21 0
1988 -38 0 3.21 0
1988 -42 0 3.21 0
1988 -45 0 3.21 0
1988 -49 0 3.21 0
1988 -53 0 3.21 0
1988 -56 0 3.21 0
1988 -62 0 3.21 0
1988 -67 0 3.21 0
1988 -70 0 3.21 0
1988 -70 0 3.21 0
1988 -74 0 3.21 0
1988 -79 0 3.21 0
1988 -82 0 3.21 0
1988 -81 0 3.21 0
1988 -78 0 3.21 0
1988 -77 0 3.21 0
1988 -77 0 3.21 0
1988 -80 0 3.21 0
1988 -83 0 3.21 0
1988 -86 0 3.21 0
1988 -88 0 3.21 0
1988 -89 0 3.21 0
1988 -90 0 3.21 0
1988 -90 0 3.21 0
1988 -89 0 3.21 0
1988 -88 0 3.21 0
1988 -85 0 3.21 0
1988 -81 0 3.21 0
1988 -77 0 3.21 0
1989 -57 0 3.21 0
1989 -60 0 3.21 0
1989 -63 0 3.21 0
1989 -65 0 3.21 0
1989 -67 0 3.21 0
1989 -70 0 3.21 0
1989 -74 0 3.21 0
1989 -78 0 3.21 0
1989 -85 0 3.21 0
1989 -90 0 3.21 0
1989 -91 0 3.21 0
1989 -92 0 3.21 0
1989 -99 0 3.21 0
1989 -103 0 3.21 0
1989 -106 0 3.21 0
1989 -104 0 3.21 0
1989 -100 0 3.21 0
1989 -103 0 3.21 0
1989 -102 0 3.21 0
1989 -97 0 3.21 0
1989 -98 0 3.21 0
1989 -98 0 3.21 0
1989 -95 0 3.21 0
1989 -92 0 3.21 0
1989 -93 0 3.21 0
1989 -95 0 3.21 0
1989 -95 0 3.21 0
1989 -95 0 3.21 0
1989 -92 0 3.21 0
1989 -90 0 3.21 0
1990 -55 0 3.21 0
1990 -57 0 3.21 0
1990 -60 0 3.21 0
1990 -62 0 3.21 0
1990 -64 0 3.21 0
1990 -67 0 3.21 0
1990 -71 0 3.21 0
1990 -74 0 3.21 0
1990 -75 0 3.21 0
1990 -78 0 3.21 0
1990 -83 0 3.21 0
1990 -84 0 3.21 0
1990 -84 0 3.21 0
1990 -86 0 3.21 0
1990 -86 0 3.21 0
1990 -84 0 3.21 0
1990 -84 0 3.21 0
1990 -88 0 3.21 0
1990 -90 0 3.21 0
1990 -94 0 3.21 0
1990 -95 0 3.21 0
1990 -92 0 3.21 0
1990 -89 0 3.21 0
1990 -89 0 3.21 0
1990 -87 0 3.21 0
1990 -85 0 3.21 0
1990 -78 0 3.21 0
1990 -67 0 3.21 0
1990 -64 0 3.21 0
1990 -62 0 3.21 0
1992 -40 0 3.21 0
1992 -43 0 3.21 0
1992 -46 0 3.21 0
1992 -47 0 3.21 0
1992 -48 0 3.21 0
1992 -51 0 3.21 0
1992 -52 0 3.21 0
1992 -54 0 3.21 0
1992 -63 0 3.21 0
1992 -71 0 3.21 0
1992 -79 0 3.21 0
1992 -86 0 3.21 0
1992 -92 0 3.21 0
1992 -99 0 3.21 0
1992 -105 0 3.21 0
1992 -108 0 3.21 0
1992 -111 0 3.21 0
1992 -112 0 3.21 0
1992 -113 0 3.21 0
1992 -117 0 3.21 0
1992 -118 0 3.21 0
1992 -118 0 3.21 0
1992 -111 0 3.21 0
1992 -107 0 3.21 0
1992 -103 0 3.21 0
1992 -105 0 3.21 0
1992 -106 0 3.21 0
1992 -106 0 3.21 0
1992 -105 0 3.21 0
1992 -102 0 3.21 0
1993 -61 0 3.21 0
1993 -63 0 3.21 0
1993 -64 0 3.21 0
1993 -66 0 3.21 0
1993 -69 0 3.21 0
1993 -74 0 3.21 0
1993 -79 0 3.21 0
1993 -84 0 3.21 0
1993 -85 0 3.21 0
1993 -82 0 3.21 0
1993 -85 0 3.21 0
1993 -89 0 3.21 0
1993 -87 0 3.21 0
1993 -86 0 3.21 0
1993 -90 0 3.21 0
1993 -92 0 3.21 0
1993 -91 0 3.21 0
1993 -90 0 3.21 0
1993 -86 0 3.21 0
1993 -81 0 3.21 0
1993 -82 0 3.21 0
1993 -83 0 3.21 0
1993 -78 0 3.21 0
1993 -71 0 3.21 0
1993 -63 0 3.21 0
1993 -59 0 3.21 0
1993 -60 0 3.21 0
1993 -60 0 3.21 0
1993 -56 0 3.21 0
1993 -49 0 3.21 0
1994 -28 0 3.21 0
1994 -30 0 3.21 0
1994 -29 0 3.21 0
1994 -30 0 3.21 0
1994 -36 0 3.21 0
1994 -42 0 3.21 0
1994 -48 0 3.21 0
1994 -52 0 3.21 0
1994 -54 0 3.21 0
1994 -57 0 3.21 0
1994 -55 0 3.21 0
1994 -54 0 3.21 0
1994 -57 0 3.21 0
1994 -61 0 3.21 0
1994 -68 0 3.21 0
1994 -75 0 3.21 0
1994 -82 0 3.21 0
1994 -90 0 3.21 0
1994 -96 0 3.21 0
1994 -101 0 3.21 0
1994 -96 0 3.21 0
1994 -89 0 3.21 0
1994 -88 0 3.21 0
1994 -84 0 3.21 0
1994 -78 0 3.21 0
1994 -75 0 3.21 0
1994 -74 0 3.21 0
1994 -72 0 3.21 0
1994 -70 0 3.21 0
1994 -71 0 3.21 0
1995 -35 0 3.21 0
1995 -35 0 3.21 0
1995 -36 0 3.21 0
1995 -38 0 3.21 0
1995 -41 0 3.21 0
1995 -47 0 3.21 0
1995 -50 0 3.21 0
1995 -50 0 3.21 0
1995 -52 0 3.21 0
1995 -54 0 3.21 0
1995 -56 0 3.21 0
1995 -55 0 3.21 0
1995 -54 0 3.21 0
1995 -60 0 3.21 0
1995 -67 0 3.21 0
1995 -71 0 3.21 0
1995 -75 0 3.21 0
