"Jahr" "point.24.x" "sat" "sal" "winter"
1985 -69 0 3.94 0
1985 -66 0 3.94 0
1985 -67 0 3.94 0
1985 -69 0 3.94 0
1985 -72 0 3.94 0
1985 -71 0 3.94 0
1985 -72 0 3.94 0
1985 -75 0 3.94 0
1985 -79 0 3.94 0
1985 -85 0 3.94 0
1985 -86 0 3.94 0
1985 -82 0 3.94 0
1985 -82 0 3.94 0
1985 -84 0 3.94 0
1985 -87 0 3.94 0
1985 -92 0 3.94 0
1985 -93 0 3.94 0
1985 -92 0 3.94 0
1985 -91 0 3.94 0
1985 -90 0 3.94 0
1985 -90 0 3.94 0
1985 -90 0 3.94 0
1985 -92 0 3.94 0
1985 -92 0 3.94 0
1985 -90 0 3.94 0
1985 -88 0 3.94 0
1985 -88 0 3.94 0
1985 -88 0 3.94 0
1985 -88 0 3.94 0
1985 -88 0 3.94 0
1986 -67 0 3.94 0
1986 -68 0 3.94 0
1986 -71 0 3.94 0
1986 -73 0 3.94 0
1986 -75 0 3.94 0
1986 -78 0 3.94 0
1986 -77 0 3.94 0
1986 -73 0 3.94 0
1986 -75 0 3.94 0
1986 -78 0 3.94 0
1986 -77 0 3.94 0
1986 -79 0 3.94 0
1986 -85 0 3.94 0
1986 -91 0 3.94 0
1986 -94 0 3.94 0
1986 -94 0 3.94 0
1986 -97 0 3.94 0
1986 -94 0 3.94 0
1986 -92 0 3.94 0
1986 -95 0 3.94 0
1986 -96 0 3.94 0
1986 -97 0 3.94 0
1986 -96 0 3.94 0
1986 -92 0 3.94 0
1986 -89 0 3.94 0
1986 -90 0 3.94 0
1986 -92 0 3.94 0
1986 -93 0 3.94 0
1986 -94 0 3.94 0
1986 -91 0 3.94 0
1987 -72 0 3.94 0
1987 -74 0 3.94 0
1987 -75 0 3.94 0
1987 -74 0 3.94 0
1987 -76 0 3.94 0
1987 -79 0 3.94 0
1987 -80 0 3.94 0
1987 -80 0 3.94 0
1987 -82 0 3.94 0
1987 -86 0 3.94 0
1987 -87 0 3.94 0
1987 -87 0 3.94 0
1987 -86 0 3.94 0
1987 -87 0 3.94 0
1987 -90 0 3.94 0
1987 -91 0 3.94 0
1987 -82 0 3.94 0
1987 -78 0 3.94 0
1987 -80 0 3.94 0
1987 -81 0 3.94 0
1987 -82 0 3.94 0
1987 -83 0 3.94 0
1987 -87 0 3.94 0
1987 -88 0 3.94 0
1987 -88 0 3.94 0
1987 -84 0 3.94 0
1987 -82 0 3.94 0
1987 -85 0 3.94 0
1987 -87 0 3.94 0
1987 -88 0 3.94 0
1988 -60 0 3.94 0
1988 -62 0 3.94 0
1988 -66 0 3.94 0
1988 -69 0 3.94 0
1988 -72 0 3.94 0
1988 -75 0 3.94 0
1988 -78 0 3.94 0
1988 -82 0 3.94 0
1988 -87 0 3.94 0
1988 -89 0 3.94 0
1988 -88 0 3.94 0
1988 -92 0 3.94 0
1988 -96 0 3.94 0
1988 -97 0 3.94 0
1988 -96 0 3.94 0
1988 -93 0 3.94 0
1988 -92 0 3.94 0
1988 -93 0 3.94 0
1988 -95 0 3.94 0
1988 -98 0 3.94 0
1988 -101 0 3.94 0
1988 -103 0 3.94 0
1988 -103 0 3.94 0
1988 -104 0 3.94 0
1988 -104 0 3.94 0
1988 -103 0 3.94 0
1988 -102 0 3.94 0
1988 -100 0 3.94 0
1988 -96 0 3.94 0
1988 -92 0 3.94 0
1989 -78 0 3.94 0
1989 -81 0 3.94 0
1989 -84 0 3.94 0
1989 -86 0 3.94 0
1989 -87 0 3.94 0
1989 -90 0 3.94 0
1989 -93 0 3.94 0
1989 -97 0 3.94 0
1989 -103 0 3.94 0
1989 -107 0 3.94 0
1989 -107 0 3.94 0
1989 -108 0 3.94 0
1989 -114 0 3.94 0
1989 -118 0 3.94 0
1989 -120 0 3.94 0
1989 -117 0 3.94 0
1989 -113 0 3.94 0
1989 -117 0 3.94 0
1989 -115 0 3.94 0
1989 -110 0 3.94 0
1989 -111 0 3.94 0
1989 -112 0 3.94 0
1989 -109 0 3.94 0
1989 -106 0 3.94 0
1989 -108 0 3.94 0
1989 -110 0 3.94 0
1989 -110 0 3.94 0
1989 -110 0 3.94 0
1989 -107 0 3.94 0
1989 -105 0 3.94 0
1990 -78 0 3.94 0
1990 -80 0 3.94 0
1990 -83 0 3.94 0
1990 -84 0 3.94 0
1990 -86 0 3.94 0
1990 -88 0 3.94 0
1990 -92 0 3.94 0
1990 -94 0 3.94 0
1990 -95 0 3.94 0
1990 -98 0 3.94 0
1990 -102 0 3.94 0
1990 -102 0 3.94 0
1990 -101 0 3.94 0
1990 -103 0 3.94 0
1990 -103 0 3.94 0
1990 -101 0 3.94 0
1990 -101 0 3.94 0
1990 -105 0 3.94 0
1990 -107 0 3.94 0
1990 -111 0 3.94 0
1990 -111 0 3.94 0
1990 -108 0 3.94 0
1990 -105 0 3.94 0
1990 -105 0 3.94 0
1990 -104 0 3.94 0
1990 -102 0 3.94 0
1990 -95 0 3.94 0
1990 -85 0 3.94 0
1990 -83 0 3.94 0
1990 -81 0 3.94 0
1992 -64 0 3.94 0
1992 -66 0 3.94 0
1992 -69 0 3.94 0
1992 -70 0 3.94 0
1992 -71 0 3.94 0
1992 -73 0 3.94 0
1992 -74 0 3.94 0
1992 -76 0 3.94 0
1992 -84 0 3.94 0
1992 -91 0 3.94 0
1992 -98 0 3.94 0
1992 -104 0 3.94 0
1992 -108 0 3.94 0
1992 -114 0 3.94 0
1992 -119 0 3.94 0
1992 -121 0 3.94 0
1992 -122 0 3.94 0
1992 -123 0 3.94 0
1992 -124 0 3.94 0
1992 -127 0 3.94 0
1992 -128 0 3.94 0
1992 -128 0 3.94 0
1992 -121 0 3.94 0
1992 -117 0 3.94 0
1992 -114 0 3.94 0
1992 -116 0 3.94 0
1992 -118 0 3.94 0
1992 -117 0 3.94 0
1992 -116 0 3.94 0
1992 -114 0 3.94 0
1993 -83 0 3.94 0
1993 -84 0 3.94 0
1993 -86 0 3.94 0
1993 -87 0 3.94 0
1993 -90 0 3.94 0
1993 -95 0 3.94 0
1993 -99 0 3.94 0
1993 -103 0 3.94 0
1993 -103 0 3.94 0
1993 -100 0 3.94 0
1993 -102 0 3.94 0
1993 -106 0 3.94 0
1993 -104 0 3.94 0
1993 -103 0 3.94 0
1993 -106 0 3.94 0
1993 -109 0 3.94 0
1993 -107 0 3.94 0
1993 -106 0 3.94 0
1993 -102 0 3.94 0
1993 -98 0 3.94 0
1993 -99 0 3.94 0
1993 -100 0 3.94 0
1993 -95 0 3.94 0
1993 -89 0 3.94 0
1993 -82 0 3.94 0
1993 -79 0 3.94 0
1993 -80 0 3.94 0
1993 -81 0 3.94 0
1993 -77 0 3.94 0
1993 -71 0 3.94 0
1994 -53 0 3.94 0
1994 -55 0 3.94 0
1994 -54 0 3.94 0
1994 -55 0 3.94 0
1994 -61 0 3.94 0
1994 -66 0 3.94 0
1994 -72 0 3.94 0
1994 -75 0 3.94 0
1994 -75 0 3.94 0
1994 -77 0 3.94 0
1994 -75 0 3.94 0
1994 -74 0 3.94 0
1994 -77 0 3.94 0
1994 -80 0 3.94 0
1994 -87 0 3.94 0
1994 -93 0 3.94 0
1994 -99 0 3.94 0
1994 -105 0 3.94 0
1994 -110 0 3.94 0
1994 -114 0 3.94 0
1994 -108 0 3.94 0
1994 -101 0 3.94 0
1994 -100 0 3.94 0
1994 -97 0 3.94 0
1994 -91 0 3.94 0
1994 -88 0 3.94 0
1994 -89 0 3.94 0
1994 -87 0 3.94 0
1994 -86 0 3.94 0
1994 -88 0 3.94 0
1995 -59 0 3.94 0
1995 -59 0 3.94 0
1995 -60 0 3.94 0
1995 -62 0 3.94 0
1995 -64 0 3.94 0
1995 -70 0 3.94 0
1995 -73 0 3.94 0
1995 -71 0 3.94 0
