"Jahr" "point.25.x" "sat" "sal" "winter"
1985 -78 0 0 0
1985 -77 0 0 0
1985 -78 0 0 0
1985 -81 0 0 0
1985 -84 0 0 0
1985 -83 0 0 0
1985 -84 0 0 0
1985 -87 0 0 0
1985 -91 0 0 0
1985 -95 0 0 0
1985 -94 0 0 0
1985 -89 0 0 0
1985 -89 0 0 0
1985 -90 0 0 0
1985 -94 0 0 0
1985 -97 0 0 0
1985 -96 0 0 0
1985 -95 0 0 0
1985 -93 0 0 0
1985 -93 0 0 0
1985 -92 0 0 0
1985 -91 0 0 0
1985 -94 0 0 0
1985 -93 0 0 0
1985 -89 0 0 0
1985 -88 0 0 0
1985 -88 0 0 0
1985 -88 0 0 0
1985 -87 0 0 0
1985 -87 0 0 0
1986 -78 0 0 0
1986 -80 0 0 0
1986 -83 0 0 0
1986 -84 0 0 0
1986 -85 0 0 0
1986 -88 0 0 0
1986 -85 0 0 0
1986 -82 0 0 0
1986 -86 0 0 0
1986 -88 0 0 0
1986 -86 0 0 0
1986 -89 0 0 0
1986 -94 0 0 0
1986 -98 0 0 0
1986 -98 0 0 0
1986 -97 0 0 0
1986 -98 0 0 0
1986 -94 0 0 0
1986 -92 0 0 0
1986 -95 0 0 0
1986 -96 0 0 0
1986 -96 0 0 0
1986 -94 0 0 0
1986 -89 0 0 0
1986 -88 0 0 0
1986 -89 0 0 0
1986 -90 0 0 0
1986 -91 0 0 0
1986 -91 0 0 0
1986 -88 0 0 0
1987 -82 0 0 0
1987 -83 0 0 0
1987 -84 0 0 0
1987 -83 0 0 0
1987 -86 0 0 0
1987 -88 0 0 0
1987 -88 0 0 0
1987 -88 0 0 0
1987 -91 0 0 0
1987 -93 0 0 0
1987 -93 0 0 0
1987 -92 0 0 0
1987 -91 0 0 0
1987 -91 0 0 0
1987 -94 0 0 0
1987 -94 0 0 0
1987 -85 0 0 0
1987 -83 0 0 0
1987 -85 0 0 0
1987 -87 0 0 0
1987 -87 0 0 0
1987 -88 0 0 0
1987 -91 0 0 0
1987 -91 0 0 0
1987 -89 0 0 0
1987 -86 0 0 0
1987 -84 0 0 0
1987 -86 0 0 0
1987 -88 0 0 0
1987 -88 0 0 0
1988 -75 0 0 0
1988 -77 0 0 0
1988 -80 0 0 0
1988 -82 0 0 0
1988 -85 0 0 0
1988 -87 0 0 0
1988 -89 0 0 0
1988 -93 0 0 0
1988 -96 0 0 0
1988 -96 0 0 0
1988 -94 0 0 0
1988 -96 0 0 0
1988 -98 0 0 0
1988 -98 0 0 0
1988 -95 0 0 0
1988 -92 0 0 0
1988 -92 0 0 0
1988 -92 0 0 0
1988 -94 0 0 0
1988 -96 0 0 0
1988 -98 0 0 0
1988 -98 0 0 0
1988 -97 0 0 0
1988 -98 0 0 0
1988 -97 0 0 0
1988 -95 0 0 0
1988 -93 0 0 0
1988 -91 0 0 0
1988 -88 0 0 0
1988 -86 0 0 0
1989 -82 0 0 0
1989 -85 0 0 0
1989 -87 0 0 0
1989 -89 0 0 0
1989 -90 0 0 0
1989 -92 0 0 0
1989 -95 0 0 0
1989 -98 0 0 0
1989 -102 0 0 0
1989 -104 0 0 0
1989 -102 0 0 0
1989 -102 0 0 0
1989 -107 0 0 0
1989 -108 0 0 0
1989 -107 0 0 0
1989 -103 0 0 0
1989 -100 0 0 0
1989 -103 0 0 0
1989 -99 0 0 0
1989 -96 0 0 0
1989 -98 0 0 0
1989 -99 0 0 0
1989 -96 0 0 0
1989 -94 0 0 0
1989 -97 0 0 0
1989 -98 0 0 0
1989 -98 0 0 0
1989 -97 0 0 0
1989 -94 0 0 0
1989 -92 0 0 0
1990 -81 0 0 0
1990 -84 0 0 0
1990 -86 0 0 0
1990 -88 0 0 0
1990 -89 0 0 0
1990 -91 0 0 0
1990 -94 0 0 0
1990 -95 0 0 0
1990 -95 0 0 0
1990 -98 0 0 0
1990 -100 0 0 0
1990 -98 0 0 0
1990 -96 0 0 0
1990 -98 0 0 0
1990 -97 0 0 0
1990 -94 0 0 0
1990 -95 0 0 0
1990 -98 0 0 0
1990 -100 0 0 0
1990 -102 0 0 0
1990 -101 0 0 0
1990 -97 0 0 0
1990 -95 0 0 0
1990 -95 0 0 0
1990 -94 0 0 0
1990 -92 0 0 0
1990 -86 0 0 0
1990 -79 0 0 0
1990 -79 0 0 0
1990 -79 0 0 0
1992 -75 0 0 0
1992 -78 0 0 0
1992 -80 0 0 0
1992 -81 0 0 0
1992 -81 0 0 0
1992 -83 0 0 0
1992 -84 0 0 0
1992 -86 0 0 0
1992 -93 0 0 0
1992 -97 0 0 0
1992 -101 0 0 0
1992 -103 0 0 0
1992 -105 0 0 0
1992 -107 0 0 0
1992 -109 0 0 0
1992 -108 0 0 0
1992 -107 0 0 0
1992 -105 0 0 0
1992 -105 0 0 0
1992 -107 0 0 0
1992 -106 0 0 0
1992 -106 0 0 0
1992 -99 0 0 0
1992 -96 0 0 0
1992 -97 0 0 0
1992 -99 0 0 0
1992 -101 0 0 0
1992 -100 0 0 0
1992 -99 0 0 0
1992 -96 0 0 0
1993 -85 0 0 0
1993 -86 0 0 0
1993 -88 0 0 0
1993 -89 0 0 0
1993 -91 0 0 0
1993 -95 0 0 0
1993 -98 0 0 0
1993 -101 0 0 0
1993 -99 0 0 0
1993 -96 0 0 0
1993 -98 0 0 0
1993 -101 0 0 0
1993 -97 0 0 0
1993 -96 0 0 0
1993 -100 0 0 0
1993 -100 0 0 0
1993 -98 0 0 0
1993 -96 0 0 0
1993 -94 0 0 0
1993 -91 0 0 0
1993 -93 0 0 0
1993 -94 0 0 0
1993 -90 0 0 0
1993 -85 0 0 0
1993 -80 0 0 0
1993 -79 0 0 0
1993 -82 0 0 0
1993 -83 0 0 0
1993 -78 0 0 0
1993 -75 0 0 0
1994 -70 0 0 0
1994 -73 0 0 0
1994 -73 0 0 0
1994 -75 0 0 0
1994 -80 0 0 0
1994 -83 0 0 0
1994 -87 0 0 0
1994 -88 0 0 0
1994 -87 0 0 0
1994 -88 0 0 0
1994 -85 0 0 0
1994 -84 0 0 0
1994 -88 0 0 0
1994 -90 0 0 0
1994 -95 0 0 0
1994 -99 0 0 0
1994 -102 0 0 0
1994 -105 0 0 0
1994 -107 0 0 0
1994 -107 0 0 0
1994 -99 0 0 0
