"Jahr" "point.65.x" "sat" "sal" "winter"
1985 27 0 0.5 14
1985 29 0 0.5 14
1985 28 0 0.5 14
1985 26 0 0.5 14
1985 23 0 0.5 14
1985 23 0 0.5 14
1985 22 0 0.5 14
1985 19 0 0.5 14
1985 15 0 0.5 14
1985 9 0 0.5 14
1985 7 0 0.5 14
1985 10 0 0.5 14
1985 10 0 0.5 14
1985 8 0 0.5 14
1985 5 0 0.5 14
1985 -1 0 0.5 14
1985 -1 0 0.5 14
1985 -1 0 0.5 14
1985 -1 0 0.5 14
1985 0 0 0.5 14
1985 0 0 0.5 14
1985 1 0 0.5 14
1985 -2 0 0.5 14
1985 -2 0 0.5 14
1985 1 0 0.5 14
1985 3 0 0.5 14
1985 3 0 0.5 14
1985 3 0 0.5 14
1985 4 0 0.5 14
1985 3 0 0.5 14
1986 29 0 0.5 8
1986 27 0 0.5 8
1986 24 0 0.5 8
1986 22 0 0.5 8
1986 20 0 0.5 8
1986 16 0 0.5 8
1986 17 0 0.5 8
1986 20 0 0.5 8
1986 18 0 0.5 8
1986 15 0 0.5 8
1986 16 0 0.5 8
1986 14 0 0.5 8
1986 8 0 0.5 8
1986 1 0 0.5 8
1986 -1 0 0.5 8
1986 -2 0 0.5 8
1986 -6 0 0.5 8
1986 -4 0 0.5 8
1986 -2 0 0.5 8
1986 -5 0 0.5 8
1986 -6 0 0.5 8
1986 -7 0 0.5 8
1986 -7 0 0.5 8
1986 -2 0 0.5 8
1986 1 0 0.5 8
1986 0 0 0.5 8
1986 -1 0 0.5 8
1986 -2 0 0.5 8
1986 -3 0 0.5 8
1986 0 0 0.5 8
1987 23 0 0.5 14
1987 21 0 0.5 14
1987 20 0 0.5 14
1987 20 0 0.5 14
1987 18 0 0.5 14
1987 15 0 0.5 14
1987 14 0 0.5 14
1987 14 0 0.5 14
1987 11 0 0.5 14
1987 7 0 0.5 14
1987 6 0 0.5 14
1987 5 0 0.5 14
1987 6 0 0.5 14
1987 5 0 0.5 14
1987 1 0 0.5 14
1987 0 0 0.5 14
1987 9 0 0.5 14
1987 13 0 0.5 14
1987 11 0 0.5 14
1987 11 0 0.5 14
1987 11 0 0.5 14
1987 9 0 0.5 14
1987 6 0 0.5 14
1987 4 0 0.5 14
1987 4 0 0.5 14
1987 8 0 0.5 14
1987 10 0 0.5 14
1987 7 0 0.5 14
1987 6 0 0.5 14
1987 5 0 0.5 14
1988 36 0 0.5 3
1988 34 0 0.5 3
1988 31 0 0.5 3
1988 27 0 0.5 3
1988 24 0 0.5 3
1988 20 0 0.5 3
1988 17 0 0.5 3
1988 12 0 0.5 3
1988 7 0 0.5 3
1988 4 0 0.5 3
1988 4 0 0.5 3
1988 0 0 0.5 3
1988 -5 0 0.5 3
1988 -7 0 0.5 3
1988 -6 0 0.5 3
1988 -3 0 0.5 3
1988 -3 0 0.5 3
1988 -3 0 0.5 3
1988 -5 0 0.5 3
1988 -8 0 0.5 3
1988 -11 0 0.5 3
1988 -13 0 0.5 3
1988 -13 0 0.5 3
1988 -15 0 0.5 3
1988 -15 0 0.5 3
1988 -14 0 0.5 3
1988 -12 0 0.5 3
1988 -10 0 0.5 3
1988 -6 0 0.5 3
1988 -3 0 0.5 3
1989 16 0 0.5 3
1989 14 0 0.5 3
1989 11 0 0.5 3
1989 9 0 0.5 3
1989 8 0 0.5 3
1989 5 0 0.5 3
1989 1 0 0.5 3
1989 -4 0 0.5 3
1989 -10 0 0.5 3
1989 -14 0 0.5 3
1989 -15 0 0.5 3
1989 -17 0 0.5 3
1989 -24 0 0.5 3
1989 -27 0 0.5 3
1989 -30 0 0.5 3
1989 -28 0 0.5 3
1989 -25 0 0.5 3
1989 -28 0 0.5 3
1989 -26 0 0.5 3
1989 -22 0 0.5 3
1989 -22 0 0.5 3
1989 -23 0 0.5 3
1989 -19 0 0.5 3
1989 -16 0 0.5 3
1989 -18 0 0.5 3
1989 -19 0 0.5 3
1989 -20 0 0.5 3
1989 -19 0 0.5 3
1989 -16 0 0.5 3
1989 -14 0 0.5 3
1990 19 0 0.5 3
1990 16 0 0.5 3
1990 14 0 0.5 3
1990 12 0 0.5 3
1990 10 0 0.5 3
1990 8 0 0.5 3
1990 4 0 0.5 3
1990 1 0 0.5 3
1990 0 0 0.5 3
1990 -4 0 0.5 3
1990 -8 0 0.5 3
1990 -9 0 0.5 3
1990 -9 0 0.5 3
1990 -11 0 0.5 3
1990 -11 0 0.5 3
1990 -9 0 0.5 3
1990 -9 0 0.5 3
1990 -13 0 0.5 3
1990 -15 0 0.5 3
1990 -19 0 0.5 3
1990 -19 0 0.5 3
1990 -16 0 0.5 3
1990 -14 0 0.5 3
1990 -14 0 0.5 3
1990 -12 0 0.5 3
1990 -10 0 0.5 3
1990 -3 0 0.5 3
1990 7 0 0.5 3
1990 10 0 0.5 3
1990 12 0 0.5 3
1992 32 0 0.5 3
1992 30 0 0.5 3
1992 27 0 0.5 3
1992 26 0 0.5 3
1992 25 0 0.5 3
1992 22 0 0.5 3
1992 21 0 0.5 3
1992 18 0 0.5 3
1992 11 0 0.5 3
1992 3 0 0.5 3
1992 -4 0 0.5 3
1992 -11 0 0.5 3
1992 -16 0 0.5 3
1992 -23 0 0.5 3
1992 -29 0 0.5 3
1992 -32 0 0.5 3
1992 -34 0 0.5 3
1992 -36 0 0.5 3
1992 -37 0 0.5 3
1992 -41 0 0.5 3
1992 -42 0 0.5 3
1992 -41 0 0.5 3
1992 -35 0 0.5 3
1992 -31 0 0.5 3
1992 -28 0 0.5 3
1992 -29 0 0.5 3
1992 -30 0 0.5 3
1992 -30 0 0.5 3
1992 -29 0 0.5 3
1992 -26 0 0.5 3
1993 13 0 0.5 17
1993 11 0 0.5 17
1993 10 0 0.5 17
1993 8 0 0.5 17
1993 5 0 0.5 17
1993 0 0 0.5 17
1993 -4 0 0.5 17
1993 -9 0 0.5 17
1993 -10 0 0.5 17
1993 -7 0 0.5 17
1993 -10 0 0.5 17
1993 -14 0 0.5 17
1993 -12 0 0.5 17
1993 -11 0 0.5 17
1993 -15 0 0.5 17
1993 -17 0 0.5 17
1993 -16 0 0.5 17
1993 -15 0 0.5 17
1993 -11 0 0.5 17
1993 -7 0 0.5 17
1993 -8 0 0.5 17
1993 -8 0 0.5 17
1993 -3 0 0.5 17
1993 3 0 0.5 17
1993 11 0 0.5 17
1993 14 0 0.5 17
1993 14 0 0.5 17
1993 14 0 0.5 17
1993 18 0 0.5 17
1993 24 0 0.5 17
1994 43 0 0.5 15
1994 42 0 0.5 15
1994 42 0 0.5 15
1994 41 0 0.5 15
1994 35 0 0.5 15
1994 30 0 0.5 15
1994 24 0 0.5 15
1994 20 0 0.5 15
1994 19 0 0.5 15
1994 16 0 0.5 15
1994 18 0 0.5 15
1994 19 0 0.5 15
1994 16 0 0.5 15
1994 12 0 0.5 15
1994 6 0 0.5 15
1994 -1 0 0.5 15
1994 -8 0 0.5 15
1994 -14 0 0.5 15
1994 -20 0 0.5 15
1994 -24 0 0.5 15
1994 -20 0 0.5 15
1994 -14 0 0.5 15
1994 -13 0 0.5 15
1994 -10 0 0.5 15
1994 -4 0 0.5 15
1994 0 0 0.5 15
1994 0 0 0.5 15
1994 3 0 0.5 15
1994 4 0 0.5 15
1994 3 0 0.5 15
1995 37 0 0.5 3
1995 37 0 0.5 3
1995 35 0 0.5 3
1995 34 0 0.5 3
1995 31 0 0.5 3
1995 25 0 0.5 3
1995 22 0 0.5 3
1995 23 0 0.5 3
1995 20 0 0.5 3
1995 18 0 0.5 3
1995 17 0 0.5 3
1995 18 0 0.5 3
1995 19 0 0.5 3
